"7125,William Clinton,18-Sep-98,50,41,9,1,0,0,1,To Modify Certain Provisions of the Special Textile Apparel Regime Implemented Under the North American Free Trade Agreement,Mexico and Canada,""-15,856.40"",3,2,3,2,7,1,2,Trade Act 1974 and NAFTA,17,D,206,228,0,45,55,0,65.9899978637695,161.600006103516,161.899993896484,162.199996948242,162.5,162.800003051758,163,163.199996948242,163.399993896484,163.600006103516,164,164,163.899993896484,1.60000002384186,4.59999990463257,4.59999990463257,4.69999980926514,4.30000019073486,4.40000009536743,4.5,4.5,4.5,4.59999990463257,4.5,4.40000009536743,4.4,4.5,""8,586.70"",""8,657.90"",""8,789.50"",""8,953.80"",""8,747.00"",8304.2998046875,442.700012207031,""8,778.10"",682.099975585938,911.900024414063,-229.800003051758,5.5,0,0,1,0,0,0,1,0,0,0,15.9899997711182,1,15.9899978637695,0,0";
"7154,William Clinton,3-Dec-98,47,46,7,1,0,0,1,To Terminate Temporary Duties on Imports of Broom Corn Brooms,Canada and Mexico,-16652.5,3,1,1,2,7,1,2,Trade Act 1974,17,D,206,228,0,45,55,0,65.7900009155274,161.600006103516,161.899993896484,162.199996948242,162.5,162.800003051758,163,163.199996948242,163.399993896484,163.600006103516,164,164,163.899993896484,1.60000002384186,4.59999990463257,4.59999990463257,4.69999980926514,4.30000019073486,4.40000009536743,4.5,4.5,4.5,4.59999990463257,4.5,4.40000009536743,4.4,4.5,""8,586.70"",""8,657.90"",""8,789.50"",""8,953.80"",""8,747.00"",8304.2998046875,442.700012207031,""8,778.10"",682.099975585938,911.900024414063,-229.800003051758,5.5,0,1,1,0,0,0,1,0,0,0,18.7900009155273,1,18.7900009155273,0,0";
"7202,William Clinton,28-May-99,41,46,13,1,1,0,0,To Eliminate Circumvention of the Quantitative Limitations Applicable to Imports of Wheat Gluten,""Canada, Mexico, Israel, and other beneficiary developing countries"","""",3,1,1,1,7,1,2,Trade Act 1974 and Title 3 Section 301,3,D,211,223,0,45,55,0,56.0499992370606,164.300003051758,164.5,165,166.199996948242,166.199996948242,166.199996948242,166.699996948242,167.100006103516,167.899993896484,168.199996948242,168.300003051758,168.300003051758,2.20000004768372,4.30000019073486,4.40000009536743,4.19999980926514,4.30000019073486,4.19999980926514,4.30000019073486,4.30000019073486,4.19999980926514,4.19999980926514,4.09999990463257,4.09999990463257,4,4.19999980926514,""9,066.60"",""9,174.10"",""9,313.50"",""9,519.50"",""9,268.40"",8747,521.400024414063,""9,261.80"",695.799987792969,1024.59997558594,-328.799987792969,4.4,1,1,0,1,0,0,1,0,0,0,15.0500001907349,1,15.0499992370605,0,0";
"7206,William Clinton,30-Jun-99,41,53,6,1,1,0,0,To Modify Duty-Free Treatment Under the Generalized System of Preferences and for Other Purposes,""Gabon, Mongolia, Cambodia, Mauritania, and other beneficiary developing countries"",""-1,497.60"",3,1,1,1,4,3,2,Trade Act 1974,17,D,211,223,0,45,55,0,57.3699989318848,164.300003051758,164.5,165,166.199996948242,166.199996948242,166.199996948242,166.699996948242,167.100006103516,167.899993896484,168.199996948242,168.300003051758,168.300003051758,2.20000004768372,4.30000019073486,4.40000009536743,4.19999980926514,4.30000019073486,4.19999980926514,4.30000019073486,4.30000019073486,4.19999980926514,4.19999980926514,4.09999990463257,4.09999990463257,4,4.19999980926514,""9,066.60"",""9,174.10"",""9,313.50"",""9,519.50"",""9,268.40"",8747,521.400024414063,""9,261.80"",695.799987792969,1024.59997558594,-328.799987792969,4.4,1,1,0,0,0,1,0,0,0,0,16.3700008392334,1,16.3699989318848,0,0";
"7207,William Clinton,1-Jul-99,41,41,18,1,1,0,0,To Extend Nondiscriminatory Treatment (Normal Trade Relations Treatment) to Products of Mongolia and To Implement an Agreement To Eliminate Tariffs on Certain Pharmaceuticals and Chemical Intermediates,Mongolia and miscellaneous other unnamed countries,-50.7,3,2,3,2,3,4,2,""Section 2424(b)(2) of Public Law 106-36, URAA, and Trade Act 1974"",17,D,211,223,0,45,55,0,57.3699989318848,164.300003051758,164.5,165,166.199996948242,166.199996948242,166.199996948242,166.699996948242,167.100006103516,167.899993896484,168.199996948242,168.300003051758,168.300003051758,2.20000004768372,4.30000019073486,4.40000009536743,4.19999980926514,4.30000019073486,4.19999980926514,4.30000019073486,4.30000019073486,4.19999980926514,4.19999980926514,4.09999990463257,4.09999990463257,4,4.19999980926514,""9,066.60"",""9,174.10"",""9,313.50"",""9,519.50"",""9,268.40"",8747,521.400024414063,""9,261.80"",695.799987792969,1024.59997558594,-328.799987792969,4.4,0,0,1,0,0,1,0,0,1,0,16.3700008392334,1,16.3699989318848,0,0";
"7208,William Clinton,7-Jul-99,41,41,18,1,1,0,0,To Facilitate Positive Adjustment to Competition From Imports of Lamb Meats,""All countries except Canada, Mexico, Israel, beneficiary countries under the CBERA and Andean Trade Preference Act"","""",3,1,1,1,7,1,2,Trade Act 1974 and Title 3 Section 301,16,D,211,223,0,45,55,0,58.8600006103516,164.300003051758,164.5,165,166.199996948242,166.199996948242,166.199996948242,166.699996948242,167.100006103516,167.899993896484,168.199996948242,168.300003051758,168.300003051758,2.20000004768372,4.30000019073486,4.40000009536743,4.19999980926514,4.30000019073486,4.19999980926514,4.30000019073486,4.30000019073486,4.19999980926514,4.19999980926514,4.09999990463257,4.09999990463257,4,4.19999980926514,""9,066.60"",""9,174.10"",""9,313.50"",""9,519.50"",""9,268.40"",8747,521.400024414063,""9,261.80"",695.799987792969,1024.59997558594,-328.799987792969,4.4,1,1,0,0,0,0,1,0,0,0,17.8600006103516,1,17.8600006103516,0,0";
"7210,William Clinton,22-Jul-99,41,41,18,1,1,0,0,Imposition of Restraints on Imports of Certain Steel Products From the Russian Federation,Russia,""-3,860.90"",1,2,1,1,2,1,2,Trade Act 1974 and Title 3 Section 301,7,D,211,223,0,45,55,0,64.4000015258789,164.300003051758,164.5,165,166.199996948242,166.199996948242,166.199996948242,166.699996948242,167.100006103516,167.899993896484,168.199996948242,168.300003051758,168.300003051758,2.20000004768372,4.30000019073486,4.40000009536743,4.19999980926514,4.30000019073486,4.19999980926514,4.30000019073486,4.30000019073486,4.19999980926514,4.19999980926514,4.09999990463257,4.09999990463257,4,4.19999980926514,""9,066.60"",""9,174.10"",""9,313.50"",""9,519.50"",""9,268.40"",8747,521.400024414063,""9,261.80"",695.799987792969,1024.59997558594,-328.799987792969,4.4,1,0,0,0,1,0,1,0,0,0,23.3999996185303,1,23.4000015258789,0,0";
"7214,William Clinton,30-Jul-99,41,41,18,1,1,0,0,To Provide for the Efficient and Fair Administration of Action Taken With Regard to Imports of Lamb Meat and for Other Purposes,""All countries except Canada, Mexico, Israel, beneficiary countries under the CBERA and Andean Trade Preference Act"","""",3,1,1,1,7,1,2,Trade Act 1974 and Title 3 Section 301,16,D,211,223,0,45,55,0,64.4000015258789,164.300003051758,164.5,165,166.199996948242,166.199996948242,166.199996948242,166.699996948242,167.100006103516,167.899993896484,168.199996948242,168.300003051758,168.300003051758,2.20000004768372,4.30000019073486,4.40000009536743,4.19999980926514,4.30000019073486,4.19999980926514,4.30000019073486,4.30000019073486,4.19999980926514,4.19999980926514,4.09999990463257,4.09999990463257,4,4.19999980926514,""9,066.60"",""9,174.10"",""9,313.50"",""9,519.50"",""9,268.40"",8747,521.400024414063,""9,261.80"",695.799987792969,1024.59997558594,-328.799987792969,4.4,1,1,0,0,0,0,1,0,0,0,23.3999996185303,1,23.4000015258789,0,0";
"7273,William Clinton,16-Feb-00,39,47,14,1,1,0,0,To Facilitate Positive Adjustment to Competition From Imports of Certain Steel Wire Rod,All countries except Canada and Mexico,"""",3,1,1,1,7,1,2,Trade Act 1974,7,D,211,223,0,45,55,0,61.5999984741211,168.800003051758,169.800003051758,171.199996948242,171.300003051758,171.5,172.399993896484,172.800003051758,172.800003051758,173.699996948242,174,174.100006103516,174,3.40000009536743,4,4.09999990463257,4,3.79999995231628,4,4,4,4.09999990463257,3.90000009536743,3.90000009536743,3.90000009536743,3.9,4,""9,629.40"",""9,822.80"",""9,862.10"",""9,953.60"",""9,817.00"",9268.400390625,548.599975585938,""9,855.90"",781.900024414063,1218,-436.100006103516,4.4,1,1,0,0,1,0,1,0,0,0,22.6000003814697,1,22.5999984741211,0,0";
"7274,William Clinton,18-Feb-00,39,47,14,1,1,1,1,To Facilitate Positive Adjustment to Competition From Imports of Certain Circular Welded Carbon Quality Line Pipe,All countries except Canada and Mexico,"""",3,1,1,1,7,1,2,Trade Act 1974,7,D,211,223,0,45,55,0,61.5999984741211,168.800003051758,169.800003051758,171.199996948242,171.300003051758,171.5,172.399993896484,172.800003051758,172.800003051758,173.699996948242,174,174.100006103516,174,3.40000009536743,4,4.09999990463257,4,3.79999995231628,4,4,4,4.09999990463257,3.90000009536743,3.90000009536743,3.90000009536743,3.9,4,""9,629.40"",""9,822.80"",""9,862.10"",""9,953.60"",""9,817.00"",9268.400390625,548.599975585938,""9,855.90"",781.900024414063,1218,-436.100006103516,4.4,1,1,0,0,1,0,1,0,0,0,22.6000003814697,1,22.5999984741211,0,0";
"7314,William Clinton,26-May-00,39,52,9,1,1,1,1,To Modify the Quantitative Limitations Applicable to Imports of Wheat Gluten,Poland,-283.8,1,1,1,1,7,1,2,Trade Act 1974,3,D,211,223,0,45,55,0,57.3899993896484,168.800003051758,169.800003051758,171.199996948242,171.300003051758,171.5,172.399993896484,172.800003051758,172.800003051758,173.699996948242,174,174.100006103516,174,3.40000009536743,4,4.09999990463257,4,3.79999995231628,4,4,4,4.09999990463257,3.90000009536743,3.90000009536743,3.90000009536743,3.9,4,""9,629.40"",""9,822.80"",""9,862.10"",""9,953.60"",""9,817.00"",9268.400390625,548.599975585938,""9,855.90"",781.900024414063,1218,-436.100006103516,4.4,1,1,0,1,0,0,1,0,0,0,18.3899993896484,1,18.3899993896484,0,0";
"7326,William Clinton,29-Jun-00,39,52,9,1,1,1,1,To Extend Nondiscriminatory Treatment (Normal Trade Relations Treatment) to the Products of Albania and Kyrgyzstan,Albania and Kyrgyzstan,13.1,3,1,1,2,3,4,2,Public Law 106-200,13,D,211,223,0,45,55,0,54.8300018310547,168.800003051758,169.800003051758,171.199996948242,171.300003051758,171.5,172.399993896484,172.800003051758,172.800003051758,173.699996948242,174,174.100006103516,174,3.40000009536743,4,4.09999990463257,4,3.79999995231628,4,4,4,4.09999990463257,3.90000009536743,3.90000009536743,3.90000009536743,3.9,4,""9,629.40"",""9,822.80"",""9,862.10"",""9,953.60"",""9,817.00"",9268.400390625,548.599975585938,""9,855.90"",781.900024414063,1218,-436.100006103516,4.4,0,1,1,0,0,1,0,0,1,0,15.8299999237061,1,15.8300018310547,0,0";
"7325,William Clinton,29-Jun-00,39,52,9,1,1,1,1,To Modify Duty-Free treatment Under the Generalized System of Preferences and for Other Purposes,Beneficiary Developing Countries (Doesn't specifically list),"""",3,1,1,1,4,4,2,Trade Act 1974,17,D,211,223,0,45,55,0,54.8300018310547,168.800003051758,169.800003051758,171.199996948242,171.300003051758,171.5,172.399993896484,172.800003051758,172.800003051758,173.699996948242,174,174.100006103516,174,3.40000009536743,4,4.09999990463257,4,3.79999995231628,4,4,4,4.09999990463257,3.90000009536743,3.90000009536743,3.90000009536743,3.9,4,""9,629.40"",""9,822.80"",""9,862.10"",""9,953.60"",""9,817.00"",9268.400390625,548.599975585938,""9,855.90"",781.900024414063,1218,-436.100006103516,4.4,1,1,0,0,0,1,0,0,0,0,15.8299999237061,1,15.8300018310547,0,0";
"7328,William Clinton,6-Jul-00,45,41,14,1,1,1,1,To Amend the Generalized System of Preferences,""Belarus, Malta, French Polynesia, New Caledonia, and Slovenia"",-72.7,3,1,1,2,4,4,2,Trade Act 1974,13,D,211,223,0,45,55,0,59.3300018310547,168.800003051758,169.800003051758,171.199996948242,171.300003051758,171.5,172.399993896484,172.800003051758,172.800003051758,173.699996948242,174,174.100006103516,174,3.40000009536743,4,4.09999990463257,4,3.79999995231628,4,4,4,4.09999990463257,3.90000009536743,3.90000009536743,3.90000009536743,3.9,4,""9,629.40"",""9,822.80"",""9,862.10"",""9,953.60"",""9,817.00"",9268.400390625,548.599975585938,""9,855.90"",781.900024414063,1218,-436.100006103516,4.4,0,1,1,0,0,1,0,0,0,0,14.3299999237061,1,14.3300018310547,0,0";
"7335,William Clinton,27-Aug-00,45,41,14,1,1,1,1,To Modify Duty-Free Treatment Under the Generalized System of Preferences,Nigeria,""-9,815.70"",1,1,1,1,4,4,2,Trade Act 1974,13,D,211,223,0,45,55,0,62.1599998474121,168.800003051758,169.800003051758,171.199996948242,171.300003051758,171.5,172.399993896484,172.800003051758,172.800003051758,173.699996948242,174,174.100006103516,174,3.40000009536743,4,4.09999990463257,4,3.79999995231628,4,4,4,4.09999990463257,3.90000009536743,3.90000009536743,3.90000009536743,3.9,4,""9,629.40"",""9,822.80"",""9,862.10"",""9,953.60"",""9,817.00"",9268.400390625,548.599975585938,""9,855.90"",781.900024414063,1218,-436.100006103516,4.4,1,1,0,0,0,1,0,0,0,0,17.1599998474121,1,17.1599998474121,0,0";
"7351,William Clinton,2-Oct-00,49,38,13,1,1,1,1,To Implement the United States-Caribbean basin Trade Partnership Act,""Antigua, Barbuda, Aruba, Bahamas, Barbados, Belize, Costa Rica, Dominica, Dominican Republic, El Salvador, Grenada, Guyana, Haiti, Honduras, Jamaica, Montserrat, Netherlands Antilles, Nicaragua, Panama, St. Kitts, Nevis, Saint Lucia, Saint Vinc"",135.8,3,1,1,2,7,4,2,""Title 3 Section 301, Caribbean Basin Trade Partnership Act, CBERA, and Trade Act 1974"",13,D,211,223,0,45,55,0,58.1800003051758,168.800003051758,169.800003051758,171.199996948242,171.300003051758,171.5,172.399993896484,172.800003051758,172.800003051758,173.699996948242,174,174.100006103516,174,3.40000009536743,4,4.09999990463257,4,3.79999995231628,4,4,4,4.09999990463257,3.90000009536743,3.90000009536743,3.90000009536743,3.9,4,""9,629.40"",""9,822.80"",""9,862.10"",""9,953.60"",""9,817.00"",9268.400390625,548.599975585938,""9,855.90"",781.900024414063,1218,-436.100006103516,4.4,0,1,1,0,0,1,0,0,0,0,9.18000030517578,1,9.18000030517578,0,0";
"7350,William Clinton,2-Oct-00,49,38,13,1,1,1,1,To Implement the African Growth and Opportunity Act and To Designate Eritrea as a Beneficiary Developing Country for Purposes of the Generalized System of Preferences,Too many to list,"""",3,1,1,2,4,4,2,""Title 3 Section 301, African Growth and Opportunity Act, and Trade Act 1974"",13,D,211,223,0,45,55,0,58.1800003051758,168.800003051758,169.800003051758,171.199996948242,171.300003051758,171.5,172.399993896484,172.800003051758,172.800003051758,173.699996948242,174,174.100006103516,174,3.40000009536743,4,4.09999990463257,4,3.79999995231628,4,4,4,4.09999990463257,3.90000009536743,3.90000009536743,3.90000009536743,3.9,4,""9,629.40"",""9,822.80"",""9,862.10"",""9,953.60"",""9,817.00"",9268.400390625,548.599975585938,""9,855.90"",781.900024414063,1218,-436.100006103516,4.4,0,1,1,0,0,1,0,0,0,0,9.18000030517578,1,9.18000030517578,0,0";
"7383,William Clinton,1-Dec-00,56,34,10,1,1,1,1,To Implement Title V of the Trade and Development Act of 2000 and To Modify the Generalized System of Preferences,""Canada, Western Samoa, India,"",-51897.4,3,1,1,2,4,1,2,Trade Act 1974 and Title 3 Section 301,17,D,211,223,0,45,55,0,59.4500007629395,168.800003051758,169.800003051758,171.199996948242,171.300003051758,171.5,172.399993896484,172.800003051758,172.800003051758,173.699996948242,174,174.100006103516,174,3.40000009536743,4,4.09999990463257,4,3.79999995231628,4,4,4,4.09999990463257,3.90000009536743,3.90000009536743,3.90000009536743,3.9,4,""9,629.40"",""9,822.80"",""9,862.10"",""9,953.60"",""9,817.00"",9268.400390625,548.599975585938,""9,855.90"",781.900024414063,1218,-436.100006103516,4.4,0,1,1,0,0,0,1,0,0,0,3.45000004768372,1,3.45000076293945,0,0";
"7388,William Clinton,18-Dec-00,56,34,10,1,1,1,1,To Modify the Generalized System of Preferences for the Sub-Saharan African Countries and for Other Purposes,None Listed,"""",3,1,1,2,4,1,2,""Trade Act 1974, African Growth and Opportunity Act, Caribbean Basin Trade Partnership Act, and CBERA"",17,D,211,223,0,45,55,0,71.5800018310547,168.800003051758,169.800003051758,171.199996948242,171.300003051758,171.5,172.399993896484,172.800003051758,172.800003051758,173.699996948242,174,174.100006103516,174,3.40000009536743,4,4.09999990463257,4,3.79999995231628,4,4,4,4.09999990463257,3.90000009536743,3.90000009536743,3.90000009536743,3.9,4,""9,629.40"",""9,822.80"",""9,862.10"",""9,953.60"",""9,817.00"",9268.400390625,548.599975585938,""9,855.90"",781.900024414063,1218,-436.100006103516,4.4,0,1,1,0,0,0,1,0,0,0,15.5799999237061,1,15.5800018310547,0,0";
"7389,William Clinton,29-Dec-00,50,40,10,1,1,1,1,To Extend Nondiscriminatory Treatment (Normal Trade Relations) to the Products of the Republic of Georgia,Republic of Georgia,77.9,1,1,1,2,3,4,2,Public Law 106-476,13,D,211,223,0,45,55,0,63.8199996948242,168.800003051758,169.800003051758,171.199996948242,171.300003051758,171.5,172.399993896484,172.800003051758,172.800003051758,173.699996948242,174,174.100006103516,174,3.40000009536743,4,4.09999990463257,4,3.79999995231628,4,4,4,4.09999990463257,3.90000009536743,3.90000009536743,3.90000009536743,3.9,4,""9,629.40"",""9,822.80"",""9,862.10"",""9,953.60"",""9,817.00"",9268.400390625,548.599975585938,""9,855.90"",781.900024414063,1218,-436.100006103516,4.4,0,1,1,0,0,1,0,0,1,0,13.8199996948242,1,13.8199996948242,0,0";
"7401,William Clinton,17-Jan-01,50,40,10,1,1,0,0,To Implement Accelerated Schedule of Duty Elimination Under the North American Free Trade Agreement and for other Purposes,Mexico,""-24,577.30"",1,2,1,2,7,1,2,""NAFTA, CBTPA, CBERA, and Trade Act 1974"",17,D,212,221,0,45,55,0,65.5999984741211,175.100006103516,175.800003051758,176.199996948242,176.899993896484,177.699996948242,178,177.5,177.5,178.300003051758,177.699996948242,177.399993896484,176.699996948242,2.79999995231628,4.19999980926514,4.19999980926514,4.30000019073486,4.40000009536743,4.30000019073486,4.5,4.59999990463257,4.90000009536743,5,5.30000019073486,5.5,5.7,4.69999980926514,""10,021.50"",""10,128.90"",""10,135.10"",""10,226.30"",""10,128.00"",9817,311,""10,171.60"",729.099975585938,1141,-411.899993896484,1.5,0,0,1,0,0,0,1,0,0,0,15.6000003814697,1,15.5999984741211,0,0";
"7400,William Clinton,17-Jan-01,50,40,10,1,1,0,0,To Designate Swaziland as a beneficiary Sub-Saharan African Country and for other Purposes,Swaziland,-53,1,1,1,2,7,4,2,""Trade Act 1974, AGOA, CBTPA, and CBERA"",13,D,212,221,0,45,55,0,65.5999984741211,175.100006103516,175.800003051758,176.199996948242,176.899993896484,177.699996948242,178,177.5,177.5,178.300003051758,177.699996948242,177.399993896484,176.699996948242,2.79999995231628,4.19999980926514,4.19999980926514,4.30000019073486,4.40000009536743,4.30000019073486,4.5,4.59999990463257,4.90000009536743,5,5.30000019073486,5.5,5.7,4.69999980926514,""10,021.50"",""10,128.90"",""10,135.10"",""10,226.30"",""10,128.00"",9817,311,""10,171.60"",729.099975585938,1141,-411.899993896484,1.5,0,1,1,0,0,1,0,0,0,0,15.6000003814697,1,15.5999984741211,0,0";
"7445,George W. Bush,30-May-01,45,36,19,0,0,0,0,To Provide for the Efficient and Fair Administration of Action Taken With Regard to Imports of Lamb Meat and for Other Purposes,None Listed,"""",2,1,1,1,7,1,2,Trade Act 1974 and Title 3 Section 301,16,R,212,221,1,50,50,1,55.3499984741211,175.100006103516,175.800003051758,176.199996948242,176.899993896484,177.699996948242,178,177.5,177.5,178.300003051758,177.699996948242,177.399993896484,176.699996948242,2.79999995231628,4.19999980926514,4.19999980926514,4.30000019073486,4.40000009536743,4.30000019073486,4.5,4.59999990463257,4.90000009536743,5,5.30000019073486,5.5,5.7,4.69999980926514,""10,021.50"",""10,128.90"",""10,135.10"",""10,226.30"",""10,128.00"",9817,311,""10,171.60"",729.099975585938,1141,-411.899993896484,1.5,1,1,0,0,0,0,1,0,0,0,10.3500003814697,1,10.3499984741211,0,0";
"7449,George W. Bush,8-Jun-01,45,39,16,0,0,0,0,To Implement the Agreement Between The United States of America and the Socialist Republic of Vietnam on Trade Relations,Vietnam,-592.8,1,2,3,2,3,4,2,Trade Act 1974,13,R,212,221,1,50,49,0,55.3499984741211,175.100006103516,175.800003051758,176.199996948242,176.899993896484,177.699996948242,178,177.5,177.5,178.300003051758,177.699996948242,177.399993896484,176.699996948242,2.79999995231628,4.19999980926514,4.19999980926514,4.30000019073486,4.40000009536743,4.30000019073486,4.5,4.59999990463257,4.90000009536743,5,5.30000019073486,5.5,5.7,4.69999980926514,""10,021.50"",""10,128.90"",""10,135.10"",""10,226.30"",""10,128.00"",9817,311,""10,171.60"",729.099975585938,1141,-411.899993896484,1.5,0,0,1,0,0,1,0,0,1,0,10.3500003814697,1,10.3499984741211,0,1";
"7454,George W. Bush,29-Jun-01,51,34,15,0,0,0,0,To Modify Duty-Free Treatment Under the Generalized System of Preferences,Georgia and certain other beneficiary developing countries,75.3,3,1,1,1,4,4,2,Trade Act 1974,17,R,212,221,1,50,49,0,52.4000015258789,175.100006103516,175.800003051758,176.199996948242,176.899993896484,177.699996948242,178,177.5,177.5,178.300003051758,177.699996948242,177.399993896484,176.699996948242,2.79999995231628,4.19999980926514,4.19999980926514,4.30000019073486,4.40000009536743,4.30000019073486,4.5,4.59999990463257,4.90000009536743,5,5.30000019073486,5.5,5.7,4.69999980926514,""10,021.50"",""10,128.90"",""10,135.10"",""10,226.30"",""10,128.00"",9817,311,""10,171.60"",729.099975585938,1141,-411.899993896484,1.5,1,1,0,0,0,1,0,0,0,0,1.39999997615814,1,1.40000152587891,0,1";
"7468,George W. Bush,19-Sep-01,43,41,16,0,0,0,0,To Modify the Duty-Free Treatment Under the Generalize System of Preferences,Indonesia,""-7,583.00"",1,1,1,2,4,4,2,Trade Act 1974,13,R,212,221,1,50,49,0,89.8099975585938,175.100006103516,175.800003051758,176.199996948242,176.899993896484,177.699996948242,178,177.5,177.5,178.300003051758,177.699996948242,177.399993896484,176.699996948242,2.79999995231628,4.19999980926514,4.19999980926514,4.30000019073486,4.40000009536743,4.30000019073486,4.5,4.59999990463257,4.90000009536743,5,5.30000019073486,5.5,5.7,4.69999980926514,""10,021.50"",""10,128.90"",""10,135.10"",""10,226.30"",""10,128.00"",9817,311,""10,171.60"",729.099975585938,1141,-411.899993896484,1.5,0,1,1,0,0,1,0,0,0,0,46.810001373291,1,46.8099975585938,0,1";
"7502,George W. Bush,14-Nov-01,73,19,8,0,0,0,0,To Provide for the Termination of Action Taken With Regard to Imports of Lamb Meat,None Listed,"""",2,1,1,2,7,1,2,Trade Act 1974,16,R,212,221,1,50,49,0,84.7399978637695,175.100006103516,175.800003051758,176.199996948242,176.899993896484,177.699996948242,178,177.5,177.5,178.300003051758,177.699996948242,177.399993896484,176.699996948242,2.79999995231628,4.19999980926514,4.19999980926514,4.30000019073486,4.40000009536743,4.30000019073486,4.5,4.59999990463257,4.90000009536743,5,5.30000019073486,5.5,5.7,4.69999980926514,""10,021.50"",""10,128.90"",""10,135.10"",""10,226.30"",""10,128.00"",9817,311,""10,171.60"",729.099975585938,1141,-411.899993896484,1.5,0,1,1,0,0,0,1,0,0,0,11.7399997711182,1,11.7399978637695,0,1";
"7505,George W. Bush,21-Nov-01,73,19,8,0,0,0,0,To Modify the Tariff-Rate Quota Applicable to Imports of Steel Wire Rod,None Listed,"""",2,1,1,1,7,1,2,Trade Act 1974,7,R,212,221,1,50,49,0,87.379997253418,175.100006103516,175.800003051758,176.199996948242,176.899993896484,177.699996948242,178,177.5,177.5,178.300003051758,177.699996948242,177.399993896484,176.699996948242,2.79999995231628,4.19999980926514,4.19999980926514,4.30000019073486,4.40000009536743,4.30000019073486,4.5,4.59999990463257,4.90000009536743,5,5.30000019073486,5.5,5.7,4.69999980926514,""10,021.50"",""10,128.90"",""10,135.10"",""10,226.30"",""10,128.00"",9817,311,""10,171.60"",729.099975585938,1141,-411.899993896484,1.5,1,1,0,0,1,0,1,0,0,0,14.3800001144409,1,14.379997253418,0,1";
"7512,George W. Bush,7-Dec-01,73,19,8,0,0,0,0,To Implement the Agreement Between The United States of America and the Hashemite Kingdom of Jordan on the Establishment of a Free Trade Area,Jordan,109.8,1,2,3,2,7,4,2,Trade Act 1974 and Jordan Free Trade Area Implementation Act,13,R,212,221,1,50,49,0,85.8099975585938,175.100006103516,175.800003051758,176.199996948242,176.899993896484,177.699996948242,178,177.5,177.5,178.300003051758,177.699996948242,177.399993896484,176.699996948242,2.79999995231628,4.19999980926514,4.19999980926514,4.30000019073486,4.40000009536743,4.30000019073486,4.5,4.59999990463257,4.90000009536743,5,5.30000019073486,5.5,5.7,4.69999980926514,""10,021.50"",""10,128.90"",""10,135.10"",""10,226.30"",""10,128.00"",9817,311,""10,171.60"",729.099975585938,1141,-411.899993896484,1.5,0,0,1,0,0,1,0,0,0,0,12.8100004196167,1,12.8099975585938,0,1";
"7515,George W. Bush,18-Dec-01,73,19,8,0,0,0,0,""To Modify the Harmonized Tariff Schedule of the United States, To Provide Rules of Origin Under the North American Free Trade Agreement for the Affected Goods, And For Other Purposes"",None Listed,"""",3,1,1,2,7,1,2,""Trade Act 1974, Omnibus 1988, CBERA, NAFTA, and JFTA"",17,R,212,221,1,50,49,0,85.8499984741211,175.100006103516,175.800003051758,176.199996948242,176.899993896484,177.699996948242,178,177.5,177.5,178.300003051758,177.699996948242,177.399993896484,176.699996948242,2.79999995231628,4.19999980926514,4.19999980926514,4.30000019073486,4.40000009536743,4.30000019073486,4.5,4.59999990463257,4.90000009536743,5,5.30000019073486,5.5,5.7,4.69999980926514,""10,021.50"",""10,128.90"",""10,135.10"",""10,226.30"",""10,128.00"",9817,311,""10,171.60"",729.099975585938,1141,-411.899993896484,1.5,0,1,1,0,0,0,1,0,0,0,12.8500003814697,1,12.8499984741211,0,1";
"7516,George W. Bush,27-Dec-01,73,19,8,0,0,0,0,To Extend Nondiscriminatory Treatment (Normal Trade Relations Treatment) To the Products of the People's Republic of China,China,""-83,096.10"",1,2,3,2,3,4,2,Public Law 106-286,13,R,212,221,1,50,49,0,85.8499984741211,175.100006103516,175.800003051758,176.199996948242,176.899993896484,177.699996948242,178,177.5,177.5,178.300003051758,177.699996948242,177.399993896484,176.699996948242,2.79999995231628,4.19999980926514,4.19999980926514,4.30000019073486,4.40000009536743,4.30000019073486,4.5,4.59999990463257,4.90000009536743,5,5.30000019073486,5.5,5.7,4.69999980926514,""10,021.50"",""10,128.90"",""10,135.10"",""10,226.30"",""10,128.00"",9817,311,""10,171.60"",729.099975585938,1141,-411.899993896484,1.5,0,0,1,0,0,1,0,0,1,0,12.8500003814697,1,12.8499984741211,0,1";
"7529,George W. Bush,5-Mar-02,57,34,9,0,0,0,1,To Facilitate Positive Adjustment to Competition From Imports of Certain Steel Products,""All countries except Canada, Israel, Jordan, and Mexico"","""",3,1,1,1,7,1,2,Trade Act 1974 and Title 3 Section 301,7,R,212,221,1,50,49,0,76.6500015258789,177.100006103516,177.800003051758,178.800003051758,179.800003051758,179.800003051758,179.899993896484,180.100006103516,180.699996948242,181,181.300003051758,181.300003051758,180.899993896484,1.60000002384186,5.69999980926514,5.69999980926514,5.69999980926514,5.90000009536743,5.80000019073486,5.80000019073486,5.80000019073486,5.69999980926514,5.69999980926514,5.69999980926514,5.90000009536743,6,5.80000019073486,""10,333.30"",""10,426.60"",""10,527.40"",""10,591.10"",""10,469.60"",10128,341.600006103516,""10,500.20"",693.099975585938,1164.69995117188,-471.600006103516,7,1,1,0,0,1,0,1,0,0,0,19.6499996185303,1,19.6500015258789,0,1";
